# TextPAIR modernization map: <historical form>	<modern form>
# One pair per line, tab-separated. Edit freely; the .mpk cache
# next to this file is rebuilt automatically when this file changes.
'a	he
smitt	smit
smoak	smoke
smoak'd	smoked
smoake	smoke
smoakes	smokes
smoakie	smoky
smoaking	smoking
smoakt	smoked
smoaky	smoky
smoaky-bearded	smoky-bearded
smocke	smock
smocke-dowry	smock-dowry
smocke-faces	smock-faces
smocke-leather	smock-leather
smockes	smocks
smok'd	smoked
smokie	smoky
smokinesse	smokiness
smoks	smocks
smokyng	smoking
smoldryng	smouldering
smolthryng	smolthring
smooke	smoke
smooth'd	smoothed
smooth'd-cheeke	smoothed-cheek
smooth'st	smoothest
smooth-chin'd	smooth-chined
smooth-fac'd	smooth-faced
smooth-skinn'd	smooth-skinned
smooth-tounged	smooth-tongued
smoothd	smoothed
smoothe	smooth
smoother'd	smothered
smoothered	smothered
smoothering	smothering
smoothes	smooths
smoothnes	smoothness
smoothnesse	smoothness
smot	smote
smoth	smooth
smoth'd	smoothed
smothe	smooth
smother'd	smothered
smother'st	smotherest
smotherd	smothered
smotheryng	smothering
smothly	smoothly
smothr'd	smothered
smothred	smothered
smothring	smothering
smouldring	smouldering
smoutheryng	smouthering
smug'd	smuged
smugge	smug
smutch'd	smutched
smyle	smile
smyled	smiled
smyles	smiles
smyling	smiling
smylyng	smiling
smyte	smite
smytten	smitten
snaggye	snaggy
snaile	snail
snaile-like	snail-like
snailes	snails
snake-hair'd	snake-haired
snakie	snaky
snakysh	snakish
snap'd	snaped
snap-sacke	snapsack
snapp'd	snapped
snappishlie	snappishly
snapsacke	snapsack
snapt	snapped
snar	snare
snar'd	snared
snarl'd	snarled
snarle	snarl
snarles	snarls
snatch'd	snatched
snatch't	snatched
snatche	snatch
snatcheth	snatches
snatcht	snatched
snatchyng	snatching
snayle	snail
snayles	snails
sneak'd	sneaked
sneak'st	sneakest
sneake	sneak
sneakes	sneaks
sneaking'st	sneakingest
sneakt	sneaked
sneek'd	sneeked
sneere	sneer
snekyng	sneking
snicke	snick
snicke-vp	snicke-up
snickvp	snickup
snip'd	snipe
snippe	snip
snipt-taffeta	snipt-taffata
sniueling	sniveling
snivels	snivel
snoar'd	snored
snoaring	snoring
snorte	snort
snotte	snot
snottie	snotty
snoute	snout
snovv	snow
snow'd	snowed
snow-ball	snowball
snow-balls	snowballs
snow-fill'd	snow-filled
snowe	snow
snowe-white	snowwhite
snowes	snows
snowie	snowy
snowt	snout
snriue	snrive
snuf	snuff
snuffe	snuff
snuffes	snuffs
snufft	snuffed
snufling	snuffling
snufs	snuffs
snéeze	sneeze
so-e're	soever
so-so	soso
soader'd	soadered
soak'd	soaked
soake	soak
soakt	soaked
soape	soap
soape-boyler	soap-boiler
soar'd	soared
soard	soared
soare	soar
soares	soars
soaue	soave
sob'd	sobbed
sobbes	sobs
sobbynge	sobbing
soberlie	soberly
sobernes	soberness
sobernesse	soberness
sobre	sober
sobrietie	sobriety
soche	such
societie	society
socke	sock
sockes	socks
socoure	succour
sodain	sudden
sodaine	sudden
sodainely	suddenly
sodainlie	suddenly
sodainly	suddenly
sodainnes	suddenness
sodayn	sudden
sodayne	sudden
sodaynely	suddenly
sodaynly	suddenly
soddaine	sudden
soddainely	suddenly
soddenly	suddenly
sodein	sudden
sodeine	sudden
sodeinlie	suddenly
sodeinly	suddenly
soden	sudden
sodenly	suddenly
soder	solder
sodeyn	sudden
sodeyne	sudden
sodeynly	suddenly
sodēly	suddenly
sodomiticall	sodomitical
sodomitrie	sodomitry
sodomye	sodomy
sodomytes	sodomites
sodred	soldered
soe	so
soe'er	soever
soe're	soever
soeuer	soever
soeuerich	soeverich
soft-flesh'd	soft-fleshed
soft-foot'd	soft-footed
soft-hearted	softhearted
soft-natur'd	soft-natured
soft-soul'd	soft-souled
soft-splen'd	soft-splened
soft-toucht	soft-touched
softe	soft
softely	softly
softlie	softly
softned	softened
softnes	softness
softnesse	softness
softning	softening
soggie	soggy
soil'd	soiled
soild	soiled
soile	soil
soiles	soils
soiorne	sojourn
soiorning	sojourning
soiour'd	soioured
soiourn'd	sojourned
soiourne	sojourn
soiourned	sojourned
soiourning	sojourning
sojourn'd	sojourned
sojourne	sojourn
sok'd	soaked
soke	soak
soked	soaked
soking	soaking
sokyng	soaking
sol'd	soled
solac'd	solaced
solaecisme	solecism
sold'st	soldest
soldans	sultans
solde	sold
solder'st	solderest
soldier-like	soldierlike
soldiors	soldiers
soldiour	soldier
soldiours	soldiers
soldred	soldered
solecisme	solecism
solelie	solely
solem	solemn
solemlie	solemnly
solemly	solemny
solemne	solemn
solemnely	solemnly
solemnitie	solemnity
solemniz'd	solemnized
solemnizd	solemnized
solempne	solemn
solempnitie	solemnity
solempnity	solemnity
solempnize	solemnize
solempnized	solemnized
solempnyte	solemnity
solicitatiō	solicitation
solicite	solicit
soliciters	solicitors
solicites	solicits
solicitour	solicitor
solidares	solidars
solide	solid
solidst	solidest
solinvs	solinus
solitarie	solitary
solitarines	solitariness
solitarinesse	solitariness
sollace	solace
sollemne	solemn
sollemnity	solemnity
sollemnize	solemnize
sollemnly	solemnly
sollicit	solicit
sollicitation	solicitation
sollicite	solicit
sollicited	solicited
sollicites	solicits
solliciting	soliciting
sollicitings	solicitings
sollicitor	solicitor
sollicitor-ship	solicitor-ship
sollicitous	solicitous
sollicits	solicits
sollid	solid
sollitary	solitary
sollitude	solitude
soloecisme	solecism
solucyon	solution
solue	solve
solv'd	solved
solvs	solus
soly	solely
solytary	solitary
som	some
som-body	somebody
som-thing	something
som-what	somewhat
sombodie	somebody
sombody	somebody
some-bodies	somebodies
some-body	somebody
some-deale	somedeal
some-thing	something
some-times	sometimes
some-what	somewhat
some-where	somewhere
somedeale	somedeal
somenesse	someness
somer	summer
somer-field	summer-field
somer-fields	summer-fields
somes	sums
somethinge	something
somethinges	somethings
sometime-childe	sometime-child
sometimes-ouer-does	sometimes-over-does
sometims	sometimes
someting	something
sometyme	sometime
sometymes	sometimes
somevvhat	somewhat
somevvhere	somewhere
sommer	summer
sommer-fields	summer-fields
sommer-nights	summer-nights
sommers	summer's
sommes	sums
sommon	summon
sommoned	summoned
sommons	summons
somthing	something
somthinge	something
somtime	sometime
somtimes	sometime
somtyme	sometime
somtymes	sometimes
somvvhat	somewhat
somvvhere	somewhere
somwhat	somewhat
somwhere	somewhere
son-in-laws	sons-in-law
sonday	sunday
sonder	sunder
sondry	sundry
sone	soon
soner	sooner
sones	sons
sonest	soonest
sonet	sonnet
sonets	sonnets
sonetts	sonnets
songe	song
songes	songs
sonke	sunk
sonlesse	sonless
sonn	son
sonn's	son's
sonne	son
sonne's	son's
sonne-lesse	sonless
sonnes	sons
sonnetts	sonnets
sonnē	son
sonns	sons
sonnye	sonny
sons'	sons
soo	so
soole	fool
sools	fools
soon'st	soonest
soone	soon
soones	soon
soong	song
soonke	sunk
soonmention'd	soonmentioned
soonne	soon
soore	sore
soorth	forth
soote	soot
soote-ball	soot-ball
sooth'd	soothed
sooth-sayer	soothsayer
soothes	sooths
sootie	sooty
sop'd	sopped
sope	soap
sope-boyler	soap-boiler
sophisme	sophism
sophismes	sophisms
sophisticall	sophistical
sophistick	sophistic
sophisticke	sophistic
sophistrie	sophistry
sophysters	sophisters
soppe	sop
soppes	sops
sorc'd	source
sorce	source
sorceres	sorceress
sorceresse	sorceress
sorcerie	sorcery
sorcerye	sorcery
sorces	sources
sorde	ford
sorie	sorry
sorne	sorn
sorow	sorrow
sorowe	sorrow
sorowes	sorrows
sorowful	sorrowful
sorowfull	sorrowful
sorowfully	sorrowful
sorows	sorrows
sorrell	sorrel
sorrell-sops	sorrel-sops
sorrie	sorry
sorrow'd	sorrowed
sorrow-clowded	sorrow-clouded
sorrowe	sorrow
sorrowe's	sorrow's
sorrowes	sorrows
sorrowfull	sorrowful
sorrye	sorry
sorte	sort
sortes	sorts
sorth	forth
sortune	fortune
sory	sorry
sorye	sorry
sostly	softly
soth	sooth
sothe	sooth
sothern	southern
sothsayers	soothsayers
sott	sot
sotte	sot
sottishlie	sottishly
sottishnes	sottishness
sottishnesse	sottishness
sou'raigne	sovereign
sou'raignes	sovereigns
sou'raigntie	sovereignty
sou'raignty	sovereignty
souc'st	soucest
souc't	soused
soudainely	suddenly
soue	soon
souer	sooner
soueragine	soveragine
soueragne	soveragne
souerai	soverai
soueraign	sovereign
soueraigne	sovereign
soueraigne's	sovereign's
soueraignes	sovereigns
soueraignetie	sovereignty
soueraignety	sovereignty
soueraignnesse	soveraignnesse
soueraigns	sovereigns
soueraigntest	soveraigntest
soueraigntie	sovereignty
soueraignties	sovereignties
soueraignty	sovereignty
soueraigue	soveraigue
souerain	sovereign
soueraine	sovereign
soueraines	sovereigns
soueraingtie	soveraingtie
soueraintie	sovereignty
souerainty	sovereignty
soueranity	soveranity
soueraygne	sovereign
souereigne	sovereign
souereignes	sovereigns
souereigntie	sovereignty
souerein	sovereign
souereine	sovereign
souereines	sovereigns
souerignes	soverignes
souetaignes	sovetaignes
sought'st	soughtest
soul'd	souled
sould	should
souldan	sultan
souldans	souldan's
soulde	sold
souldiar	soldier
souldiars	soldiers
souldier	soldier
souldier's	soldier's
souldier-beggar	soldier-beggar
souldierlike	soldierlike
souldiers	soldiers
souldiery	soldiery
souldior	soldier
souldiors	soldiers
souldiour	soldier
souldiours	soldiers
souldyer	soldier
souldyers	soldiers
soule	soul
soule's	soul's
soule-bound	soul-bound
soule-choaking	soul-choking
soule-expiring	soul-expiring
soule-frighting	soul-frighting
soule-infecting	soul-infecting
soule-lesse	soulless
soule-mouth'd	soul-mouthed
soule-searching	soul-searching
soule-sick	soul-sick
soule-stayning	soul-staining
soule-sweet	soul-sweet
soule-terrifying	soul-terrifying
soule-warming	soul-warming
soule-wishing	soul-wishing
soules	souls
soulē	soul
soull	soul
soultry	sultry
soundation	foundation
sounde	sound
soundes	sounds
soundlie	soundly
soundnes	soundness
soundnesse	soundness
soundry	sundry
soundyng	sounding
soupe	soup
soupes	soups
soure	sour
soure-fac'd	sour-faced
sourse	source
sous'd	soused
soust	soused
south-east	southeast
south-side	southside
south-warke	south-work
south-west	southwest
southe	south
southerne	southern
southsaiers	souters
southsayer	soothsayer
southsayinges	soothsayings
souud	sowd
souz'd	souzed
soūd	found
sove	soon
soveraign	sovereign
soveraigne	sovereign
soveraignes	sovereigns
soveraignety	sovereignty
soveraignity	sovereignty
soveraigns	sovereigns
soveraigntie	sovereignty
soveraigntie's	sovereignty's
soveraignties	sovereignties
soveraignty	sovereignty
soverain	sovereign
soveraine	sovereign
soverainty	sovereignty
sovereign'st	sovereignest
sovereigntie	sovereignty
sovl.	soul.
sovldan	souldan
sovldiers	souldiers
sovrana	sourana
sow'd	sowed
sow'r	sour
sow-gelder	sowgelder
sowce	souse
sowe	sow
sowen	sown
sower	sour
sowernesse	sourness
sowers	sower's
sowes	sows
sowl	soul
sowl'd	soul
sowle	soul
sowles	souls
sown'd	sowned
sownd	sound
sownde	sound
sowndes	sounds
sownding	sounding
sowndly	soundly
sownds	sounds
sowne	sown
sowr	sour
sowr'd	soured
sowre	sour
sowrebrow'd	sowrebrowed
sowrely	sourly
sowrenes	sourness
sowrenesse	courness
sowres	sours
sowring	souring
sows	sovus
sows'd	soused
sowse	souse
sowsed	soused
sowst	soused
sowsyng	sousing
sowyng	sowing
soyl	soil
soyl'd	soiled
soyld	soiled
soyle	soil
soyled	soiled
soyles	soils
sōme	some
sōmer	summer
sōmes	sums
sōne	son
sōwhat	somewhat
sp'rit	spirit
sp'rite	sprite
spadoue	spadove
spaines	spain's
spak	spoke
spakst	spakest
spangl'd	spangled
spangles	spangle's
spaniell	spaniel
spaniells	spaniels
spanishe	spanish
spanne	span
spanniell	spaniel
spanyshe	spanish
spar'd	spared
spar'de	spared
spar'st	sparest
sparckes	sparks
sparckle	sparkle
sparckled	sparkled
sparckles	sparkles
sparckling	sparkling
sparcles	sparkles
spard	spared
spareth	spares
sparē	spare
sparke	spark
sparkeling	sparkling
sparkes	sparks
sparkl'd	sparkled
sparklyng	sparkling
sparow	sparrow
sparrow-hawke	sparrow-hawk
sparrowes	sparrows
spartane	spartan
sparyng	sparing
spatious	spacious
spatiously	spaciously
spattred	spattered
spauento	spavento
spauin	spavin
spavve	spawe
spawn'd	spawned
spawne	spawn
spāgled	spangled
speach	speech
speache	speech
speaches	speeches
spead	speed
speade	speed
speak'st	speakest
speak-a	speak
speake	speak
speake's	speak's
speakes	speaks
speaketh	speaks
speakē	speak
speakst	speakest
speakyng	speaking
speakynge	speaking
speare	spear
speares	spears
speche	speech
speches	speeches
speciall	special
speciallie	specially
specialls	specials
specifie	specify
specifique	specific
speckl'd	speckled
specktacl'd	specktacled
spectatours	spectators
speculatiue	speculative
specvlamvr	speculamur
specyall	special
spedde	sped
spede	speed
spedely	speedily
spedie	speedy
spedily	speedily
spedy	speedy
spedye	speedy
speeche	speech
speechles	speechless
speechlesse	speechless
speed'st	speedest
speede	speed
speedelie	speedily
speedely	speedily
speedelye	speedily
speedes	speeds
speedie	speedy
speedilie	speedily
speedilye	speedily
speedinesse	speediness
speedlesse	speedless
speedye	speedy
speedyly	speedily
speek	speak
speeke	speak
spek	speak
speke	speak
spekeste	speakest
speketh	speaketh
spekynge	speaking
spel	spell
spell'd	spelled
spelles	spells
spels	spells
spend'st	spendest
spend-thrift	spendthrift
spend-thrifts	spendthrifts
spende	spend
spendes	spends
spendst	spendest
spendynge	spending
spente	spent
speres	spears
sperit	spirit
sperits	spirits
sperr	spar
sperst	dispersed
spew'd	spewed
spewd	spewed
spewes	spews
spēd	spend
spēt	spent
sphaere	sphere
sphaere-like	sphere-like
sphaeres	spheres
sphaericall	spherical
sphear	sphere
sphear'd	sphered
spheare	sphere
spheare-like	sphere-like
spheares	spheres
sphears	spheres
spheeres	spheres
spher'd	sphered
sphericall	spherical
sphers	spheres
spi'd	spied
spiall	espial
spials	espials
spic'd	spiced
spic'd-conscienc'd	spiced-conscienced
spic't	spiced
spicerie	spicery
spicke	spick
spide	spied
spider-like	spiderlike
spie	spy
spiggot	spigot
spiggots	spigots
spight	spite
spight-weavers	spite-weavers
spightful	spiteful
spightfull	spiteful
spightfully	spitefully
spights	spites
spil'd	spiled
spild	spilled
spill'd	spilled
spilte	spilled
spinie	spiny
spinne	spin
spinnes	spins
spinye	spiny
spirite	spirit
spirites	spirits
spiritlesse	spiritless
spiritt	spirit
spiritted	spirited
spiritts	spirits
spirituall	spiritual
spirrits	spirits
spirytuall	spiritual
spite-swolne	spite-swollen
spitefull	spiteful
spitefulnesse	spitefulness
spitt	spit
spitte	spit
spitts	spits
splay-foot	splayfoot
splay-foote	splaifoot
splay-footed	splayfooted
spleane	spleen
spleene	spleen
spleenefull	spleenful
spleenes	spleens
splenatiue	splenative
splendāt	splendant
splenderous	splendorous
splendor	splendour
splendrous	splendorous
splene	spleen
splenes	spleens
split'st	splittest
spléen	spleen
spléene	spleen
spléens	spleens
spoak	spoke
spoake	spoke
spoakes	spokes
spoil'd	spoiled
spoild	spoiled
spoile	spoil
spoiles	spoils
spoke-shaues	spoke-shaves
spokes-man	spokesman
spokes-men	spokesmen
spokē	spoken
spoliauit	spoliavit
spongie	spongy
sponne	spun
spooke	spook
spoon'd	spooned
spoone	spoon
spoone-full	spoonful
spoone-meat	spoon-meat
spoone-meate	spoon-meat
spoonefull	spoonful
spoonefulles	spoonfuls
spoonefulls	spoonfuls
spoonefuls	spoonfuls
spoones	spoons
spoonfull	spoonful
spoonne	spoon
sport'st	sportest
sport-royall	sport-royal
sporte	sport
sportes	sports
sportfull	sportful
sportiue	sportive
sportiue-action	sportive-action
sportiuenesse	sportiveness
sporvs	sporus
spose	suppose
spotles	spotless
spotlesse	spotless
spott	spot
spotte	spot
spottes	spots
spotts	spots
spourn'd	spourned
spousall	spousal
spoute	spout
spoutes	spouts
spoutyng	spouting
spowse	spouse
spowting	spouting
spoyl	spoil
spoyl'd	spoiled
spoyld	spoilt
spoyle	spoil
spoyled	spoiled
spoyler	spoiler
spoyles	spoils
spoyleth	spoileth
spoyling	spoiling
spoylyng	spoiling
spoylynge	spoiling
sprain'd	sprained
spraind	sprained
sprang'st	sprangest
sprange	sprang
sprauling	sprawling
sprawl'st	sprawlest
sprawle	sprawl
sprawlyng	sprawling
spraye	spray
sprayes	sprays
spreade	spread
spreades	spreads
spreadst	spreadest
spred	spread
spredde	spread
spredding	spreading
sprede	spread
spreding	spreading
spreds	spreads
sprent	sprented
sprigge	sprig
spriggs	sprigs
sprightes	sprights
sprightfull	sprightful
sprinckle	sprinkle
sprinckled	sprinkled
sprinckles	sprinkles
sprinckling	sprinkling
spring'd	springed
spring-head	springhead
spring-lockes	spring-locks
spring-tide	springtide
spring-time	springtime
spring-tyde	springtide
springinge	springing
springyng	springing
sprit	spirit
spritefull	spriteful
sprits	spirits
sprong	sprung
spronge	sprung
sproong	sprung
sproute	sprout
sprowting	sprouting
spryng	spring
sprynge	spring
sprynges	springs
spryngs	springs
sprynklynge	sprynkling
spryte	sprite
spued	spewed
spues	spews
spung'd	sponged
spunge	sponge
spunges	sponges
spungy	spongy
spungy-liuerd	spungy-liverd
spunne	spun
spur'd	spurred
spur-royall	spur-royal
spur-royalls	spur-royals
spur-royals	spurroyals
spurd	spurred
spurn'd	spurned
spurn'st	spurnest
spurnd	spurned
spurne	spurn
spurnes	spurns
spurr'd	spurred
spurre	spur
spurres	spurs
spurrs	spurs
spv.	spu.
spvrrier	spurrier
spy'd	spied
spy'st	spiest
spy-all	spial
spyall	espial
spyce	spice
spyces	spices
spyde	spied
spyder	spider
spyders	spiders
spye	spy
spyed	spied
spyes	spies
spyght	spite
spyll	spill
spyre	spire
spyrite	spirit
spyrits	spirits
spyrituall	spiritual
spyrtyng	spyrting
spyrytes	sprites
spyrytuall	spiritual
spyte	spite
spytefull	spiteful
spéech	speech
spéeche	speech
spéeches	speeches
spéed	speed
spéede	speed
spéedely	speedily
spéedie	speedy
spéedily	speedily
spéedy	speedy
squabling	squabbling
squallid	squalid
squandred	squandered
squar'd	squared
squeake	squeak
squeakes	squeaks
squeamishnesse	squeamishness
squeas'd	squeezed
squeased	squeezed
squeeking	squeaking
squeeks	squeaks
squees'd	squeezed
squeez'd	squeezed
squelch'd	squelched
squemish	squeamish
squeze	squeeze
squiers	squires
squinancie	squinancy
squint-eide	squinteide
squinte	squint
squirell	squirrel
squirrell	squirrel
squirrells	squirrels
squirrill	squirrel
squirrill-limb'd	squirrill-limbed
squirte	squirt
squitter-booke	squitter-book
squiz'd	squeezed
squyre	squire
squéese	squeeze
sr	sir
sraight	straight
srowns	frowns
srō	from
ssaues	ssaves
stab'd	stabbed
stab'd-through	stabbed-through
stab'st	stabbedst
stabb	stab
stabb'd	stabbed
stabbe	stab
stabbes	stabs
stabbīg	stabbing
stabd	stabbed
stabilitie	stability
stable-roome	stable-room
stablenesse	stableness
stablish	establish
stablishe	establish
stablished	established
stablisht	established
stablyshe	stablish
stacke	stack
stackes	stacks
staf	staff
staffe	staff
staffe-speeches	staff-speeches
stag'ring	staggering
stager'd	stagered
stagg	stag
stagge	stag
stagger'd	staggered
staggerd	staggered
stagges	stags
staggred	staggered
staggring	staggering
staggryng	staggering
staggrynge	staggering
staggs	stags
stagring	staggering
stai'd	stayed
stai'st	stayest
staid	stayed
staide	stayed
staidst	staidest
staie	stay
staied	stayed
staiednesse	staidness
staiers	stairs
staies	stays
staiest	stayest
staieth	stayeth
staile	stale
stain'd	stained
staind	stained
stainde	stained
staine	stain
stair'd	staired
staire	stair
staire-case	staircase
staire-foote	stair-foot
staire-head	stairhead
staires	stairs
staist	stayest
staiyng	staiing
stak'd	staked
stal'd	staled
stalion	stallion
stalk'd	stalked
stalke	stalk
stalkes	stalks
stall'd	stalled
stalles	stalls
stameringe	stammering
stammer'd	stammered
stamp'd	stamped
stamp't	stamped
stampe	stamp
stampes	stamps
stampt	stamped
stanch	staunch
stanchless	staunchless
stand'st	standest
